Item Details,,,,,,,Pickup Details,,,,,,,,,Dropoff Details,,,,,,,,,Extra,,
Description *,Weight *,Length,Width,Height,Quantity,Service Type,Address Line 1 *,Address Line 2,Country,Zipcode,From *,To *,Contact Name,Contact Phone,Contact Company,Address Line 1 *,Address Line 2,Country,Zipcode,From *,To *,Contact Name,Contact Phone,Contact Company,External Item ID 1 *,External Item ID 2,External Item ID 3
1 package,5,50,40,40,1,sameday,"52 A. Pablo St, Valenzuela, Metro Manila",Metro Manila~Valenzuela,,,03/07/2021 06:00:00,03/07/2021 06:30:00,Black worm,9173793256,,"Katurian Rd, corner Mabato, Taguig, Metro Manila, Philippines",Taguig City,Philippines,,03/07/2021 07:00:00,03/07/2021 07:30:00,Lazada Tipas Cross-dock,9178058015,,YOJ-183-1623984455771,,
1 package,5,50,40,40,1,sameday,6A Dama De Noche St. UPSN Comp. Brgy. Marcelo Green Sucat Paranaque,Metro Manila-Paranaque,,,03/07/2021 08:00:00,03/07/2021 08:30:00,X-One,9055684916,,"Katurian Rd, corner Mabato, Taguig, Metro Manila, Philippines",Taguig City,Philippines,,03/07/2021 09:00:00,03/07/2021 09:30:00,Lazada Tipas Cross-dock,9178058015,,YOJ-184-1623984455771,,
1 package,5,50,40,40,1,sameday,"KLG Bldg. Delbros Ave cor. Venicia De Leon St. Brgy. Ibayo, Paranaque City",Metro Manila-Paranaque,,,03/07/2021 10:00:00,03/07/2021 10:30:00,Arcopal Philippines,9061690876,,"Katurian Rd, corner Mabato, Taguig, Metro Manila, Philippines",Taguig City,Philippines,,03/07/2021 11:00:00,03/07/2021 11:30:00,Lazada Tipas Cross-dock,9178058015,,YOJ-185-1623984455771,,
1 package,5,50,40,40,1,sameday,367-369 Rizal avenue extension between 9th and 10th avenue Caloocan city.,Metro Manila-Caloocan,,,03/07/2021 12:00:00,03/07/2021 12:30:00,Motorcycle Lifestyle,9176684568,,"Katurian Rd, corner Mabato, Taguig, Metro Manila, Philippines",Taguig City,Philippines,,03/07/2021 13:00:00,03/07/2021 13:30:00,Lazada Tipas Cross-dock,9178058015,,YOJ-186-1623984455771,,
1 package,5,50,40,40,1,sameday,"B7 L1 Alley 6 Dahlia St. Metrocor Homes Almar Subdivision.,Metro Manila~Caloocan,Caloocan City,Barangay 177",Metro Manila-Caloocan,,,03/07/2021 14:00:00,03/07/2021 14:30:00,CJZM,9335651112,,"Katurian Rd, corner Mabato, Taguig, Metro Manila, Philippines",Taguig City,Philippines,,03/07/2021 15:00:00,03/07/2021 15:30:00,Lazada Tipas Cross-dock,9178058015,,YOJ-187-1623984455771,,
1 package,5,50,40,40,1,sameday,"2643N Taft Avenue, Pasay City",Metro Manila-Pasay,Philippines,1302,03/07/2021 16:00:00,03/07/2021 16:30:00,Logitech - Exclusives,9550913816,,"Katurian Rd, corner Mabato, Taguig, Metro Manila, Philippines",Taguig City,Philippines,,03/07/2021 17:00:00,03/07/2021 17:30:00,Lazada Tipas Cross-dock,9178058015,,YOJ-188-1623984455771,,
1 package,5,50,40,40,1,sameday,"5F 830B T. Alonzo St., Brgy. 313 Sta. Cruz, Manila 1003",Metro Manila-Manila,,,03/07/2021 18:00:00,03/07/2021 18:30:00,Hoardables,9175277331,,"Katurian Rd, corner Mabato, Taguig, Metro Manila, Philippines",Taguig City,Philippines,,03/07/2021 19:00:00,03/07/2021 19:30:00,Lazada Tipas Cross-dock,9178058015,,YOJ-189-1623984455771,,
1 package,5,50,40,40,1,sameday,"Unit905 Gaisano Tower 328 C.Palanca., Quiapo, Manila,Metro Manila~Manila,Quiapo,Barangay 308",Metro Manila-Manila,,,03/07/2021 20:00:00,03/07/2021 20:30:00,Megasonic,9212062881,,"Katurian Rd, corner Mabato, Taguig, Metro Manila, Philippines",Taguig City,Philippines,,03/07/2021 21:00:00,03/07/2021 21:30:00,Lazada Tipas Cross-dock,9178058015,,YOJ-190-1623984455771,,
1 package,5,50,40,40,1,sameday,"5F 830B T. Alonzo St., Brgy. 313 Sta. Cruz, Manila 1003",Metro Manila-Manila,,,03/07/2021 22:00:00,03/07/2021 22:30:00,Hoardables,9175277331,,"Katurian Rd, corner Mabato, Taguig, Metro Manila, Philippines",Taguig City,Philippines,,03/07/2021 23:00:00,03/07/2021 23:30:00,Lazada Tipas Cross-dock,9178058015,,YOJ-191-1623984455771,,
1 package,5,50,40,40,1,sameday,"Park Lane Tower ROOM 601, 1107 Mayhaligue st, Tondo,Manila,Metro Manila~Manila,Tondo I / Ii,Barangay 238",Metro Manila-Manila,,,04/07/2021 00:00:00,04/07/2021 00:30:00,Maxbazaar,9158867637,,"Katurian Rd, corner Mabato, Taguig, Metro Manila, Philippines",Taguig City,Philippines,,04/07/2021 01:00:00,04/07/2021 01:30:00,Lazada Tipas Cross-dock,9178058015,,YOJ-192-1623984455771,,
1 package,5,50,40,40,1,sameday,"15 Hernandez St. SFDM Quezon City,Metro Manila~Quezon City,Quezon City,Paltok",Metro Manila-Quezon City,,,04/07/2021 02:00:00,04/07/2021 02:30:00,Getha ,9178367890,,"Katurian Rd, corner Mabato, Taguig, Metro Manila, Philippines",Taguig City,Philippines,,04/07/2021 03:00:00,04/07/2021 03:30:00,Lazada Tipas Cross-dock,9178058015,,YOJ-193-1623984455771,,
1 package,5,50,40,40,1,sameday,"15 Hernandez St. SFDM Quezon City,Metro Manila~Quezon City,Quezon City,Paltok",Metro Manila-Quezon City,,,04/07/2021 04:00:00,04/07/2021 04:30:00,Getha ,9178367890,,"Katurian Rd, corner Mabato, Taguig, Metro Manila, Philippines",Taguig City,Philippines,,04/07/2021 05:00:00,04/07/2021 05:30:00,Lazada Tipas Cross-dock,9178058015,,YOJ-194-1623984455771,,
1 package,5,50,40,40,1,sameday,"17 leland drive, barangay baesa,quezon city,Metro Manila~Quezon City,Quezon City,Baesa",Metro Manila-Quezon City,,,04/07/2021 06:00:00,04/07/2021 06:30:00,Best good quality,9564004044,,"Katurian Rd, corner Mabato, Taguig, Metro Manila, Philippines",Taguig City,Philippines,,04/07/2021 07:00:00,04/07/2021 07:30:00,Lazada Tipas Cross-dock,9178058015,,YOJ-195-1623984455771,,
1 package,5,50,40,40,1,sameday,"2182 Sobriedad Extension,Metro Manila~Manila,Sampaloc,Barangay 540",Metro Manila-Manila,,,04/07/2021 08:00:00,04/07/2021 08:30:00,Trusty Hub,9387892799,,"Katurian Rd, corner Mabato, Taguig, Metro Manila, Philippines",Taguig City,Philippines,,04/07/2021 09:00:00,04/07/2021 09:30:00,Lazada Tipas Cross-dock,9178058015,,YOJ-196-1623984455771,,
1 package,5,50,40,40,1,sameday,6A Dama De Noche St. UPSN Comp. Brgy. Marcelo Green Sucat Paranaque,Metro Manila-Paranaque,,,04/07/2021 10:00:00,04/07/2021 10:30:00,Tech Buddy Central,9055684916,,"Katurian Rd, corner Mabato, Taguig, Metro Manila, Philippines",Taguig City,Philippines,,04/07/2021 11:00:00,04/07/2021 11:30:00,Lazada Tipas Cross-dock,9178058015,,YOJ-197-1623984455771,,
1 package,5,50,40,40,1,sameday,"Park Lane Tower ROOM 601, 1107 Mayhaligue st, Tondo,Manila,Metro Manila~Manila,Tondo I / Ii,Barangay 238",Metro Manila-Manila,,,04/07/2021 12:00:00,04/07/2021 12:30:00,Maxbazaar,9158867637,,"Katurian Rd, corner Mabato, Taguig, Metro Manila, Philippines",Taguig City,Philippines,,04/07/2021 13:00:00,04/07/2021 13:30:00,Lazada Tipas Cross-dock,9178058015,,YOJ-198-1623984455771,,
1 package,5,50,40,40,1,sameday,"143 Puso Street Coloong I, Valenzuela City,Metro Manila~Valenzuela,Valenzuela City,Coloong",Metro Manila-Valenzuela,,,04/07/2021 14:00:00,04/07/2021 14:30:00,grandera,9672231085,,"Katurian Rd, corner Mabato, Taguig, Metro Manila, Philippines",Taguig City,Philippines,,04/07/2021 15:00:00,04/07/2021 15:30:00,Lazada Tipas Cross-dock,9178058015,,YOJ-199-1623984455771,,
